case,problem,num_cores,makespan,baseline_makespan,speedup,source,source_n,plan
case_090,3,5,259720,1178363,4.5371,embed_from_4,4,results/final_plans_mono/p3/n5/case_090_multicore_res.json
case_091,1,1,9186769,9186769,1.0,self,1,results/final_plans_mono/p1/n1/case_091_multicore_res.json
case_091,1,2,9186769,9186769,1.0,embed_from_1,1,results/final_plans_mono/p1/n2/case_091_multicore_res.json
case_091,1,3,9186769,9186769,1.0,embed_from_1,1,results/final_plans_mono/p1/n3/case_091_multicore_res.json
case_091,1,4,2372888,9186769,3.8716,self,4,results/final_plans_mono/p1/n4/case_091_multicore_res.json
case_091,1,5,1898042,9186769,4.8401,self,5,results/final_plans_mono/p1/n5/case_091_multicore_res.json
case_091,2,1,9186769,9186769,1.0,self,1,results/final_plans_mono/p2/n1/case_091_multicore_res.json
case_091,2,2,4573412,9186769,2.0087,self,2,results/final_plans_mono/p2/n2/case_091_multicore_res.json
case_091,2,3,3074692,9186769,2.9879,self,3,results/final_plans_mono/p2/n3/case_091_multicore_res.json
case_091,2,4,2321866,9186769,3.9566,self,4,results/final_plans_mono/p2/n4/case_091_multicore_res.json
case_091,2,5,1898042,9186769,4.8401,self,5,results/final_plans_mono/p2/n5/case_091_multicore_res.json
case_091,3,1,9168820,9186769,1.002,self,1,results/final_plans_mono/p3/n1/case_091_multicore_res.json
case_091,3,2,4563996,9186769,2.0129,self,2,results/final_plans_mono/p3/n2/case_091_multicore_res.json
case_091,3,3,3069257,9186769,2.9932,self,3,results/final_plans_mono/p3/n3/case_091_multicore_res.json
case_091,3,4,2317037,9186769,3.9649,self,4,results/final_plans_mono/p3/n4/case_091_multicore_res.json
case_091,3,5,1884651,9186769,4.8745,self,5,results/final_plans_mono/p3/n5/case_091_multicore_res.json
case_092,1,1,4815554,4815554,1.0,self,1,results/final_plans_mono/p1/n1/case_092_multicore_res.json
case_092,1,2,2445810,4815554,1.9689,self,2,results/final_plans_mono/p1/n2/case_092_multicore_res.json
case_092,1,3,1712160,4815554,2.8126,self,3,results/final_plans_mono/p1/n3/case_092_multicore_res.json
case_092,1,4,1527185,4815554,3.1532,self,4,results/final_plans_mono/p1/n4/case_092_multicore_res.json
case_092,1,5,1510160,4815554,3.1888,self,5,results/final_plans_mono/p1/n5/case_092_multicore_res.json
case_092,2,1,4815554,4815554,1.0,self,1,results/final_plans_mono/p2/n1/case_092_multicore_res.json
case_092,2,2,1926278,4815554,2.4999,self,2,results/final_plans_mono/p2/n2/case_092_multicore_res.json
case_092,2,3,1275324,4815554,3.7759,self,3,results/final_plans_mono/p2/n3/case_092_multicore_res.json
case_092,2,4,966196,4815554,4.984,self,4,results/final_plans_mono/p2/n4/case_092_multicore_res.json
case_092,2,5,780940,4815554,6.1664,self,5,results/final_plans_mono/p2/n5/case_092_multicore_res.json
case_092,3,1,4333631,4815554,1.1112,self,1,results/final_plans_mono/p3/n1/case_092_multicore_res.json
case_092,3,2,1926278,4815554,2.4999,self,2,results/final_plans_mono/p3/n2/case_092_multicore_res.json
case_092,3,3,1274060,4815554,3.7797,self,3,results/final_plans_mono/p3/n3/case_092_multicore_res.json
case_092,3,4,957454,4815554,5.0295,self,4,results/final_plans_mono/p3/n4/case_092_multicore_res.json
case_092,3,5,771848,4815554,6.239,self,5,results/final_plans_mono/p3/n5/case_092_multicore_res.json
case_093,1,1,74205,74205,1.0,self,1,results/final_plans_mono/p1/n1/case_093_multicore_res.json
case_093,1,2,37827,74205,1.9617,self,2,results/final_plans_mono/p1/n2/case_093_multicore_res.json
case_093,1,3,25103,74205,2.956,self,3,results/final_plans_mono/p1/n3/case_093_multicore_res.json
case_093,1,4,19779,74205,3.7517,self,4,results/final_plans_mono/p1/n4/case_093_multicore_res.json
case_093,1,5,15876,74205,4.674,self,5,results/final_plans_mono/p1/n5/case_093_multicore_res.json
case_093,2,1,74205,74205,1.0,self,1,results/final_plans_mono/p2/n1/case_093_multicore_res.json
case_093,2,2,37827,74205,1.9617,self,2,results/final_plans_mono/p2/n2/case_093_multicore_res.json
case_093,2,3,25103,74205,2.956,self,3,results/final_plans_mono/p2/n3/case_093_multicore_res.json
case_093,2,4,19779,74205,3.7517,self,4,results/final_plans_mono/p2/n4/case_093_multicore_res.json
case_093,2,5,15876,74205,4.674,self,5,results/final_plans_mono/p2/n5/case_093_multicore_res.json
case_093,3,1,74205,74205,1.0,self,1,results/final_plans_mono/p3/n1/case_093_multicore_res.json
case_093,3,2,37827,74205,1.9617,self,2,results/final_plans_mono/p3/n2/case_093_multicore_res.json
case_093,3,3,25103,74205,2.956,self,3,results/final_plans_mono/p3/n3/case_093_multicore_res.json
case_093,3,4,19779,74205,3.7517,self,4,results/final_plans_mono/p3/n4/case_093_multicore_res.json
case_093,3,5,15876,74205,4.674,self,5,results/final_plans_mono/p3/n5/case_093_multicore_res.json
case_094,1,1,94892,94892,1.0,self,1,results/final_plans_mono/p1/n1/case_094_multicore_res.json
case_094,1,2,49385,94892,1.9215,self,2,results/final_plans_mono/p1/n2/case_094_multicore_res.json
case_094,1,3,34069,94892,2.7853,self,3,results/final_plans_mono/p1/n3/case_094_multicore_res.json
case_094,1,4,25395,94892,3.7366,self,4,results/final_plans_mono/p1/n4/case_094_multicore_res.json
case_094,1,5,21487,94892,4.4163,self,5,results/final_plans_mono/p1/n5/case_094_multicore_res.json
case_094,2,1,94892,94892,1.0,self,1,results/final_plans_mono/p2/n1/case_094_multicore_res.json
case_094,2,2,43154,94892,2.1989,self,2,results/final_plans_mono/p2/n2/case_094_multicore_res.json
case_094,2,3,26395,94892,3.5951,self,3,results/final_plans_mono/p2/n3/case_094_multicore_res.json
case_094,2,4,20034,94892,4.7365,self,4,results/final_plans_mono/p2/n4/case_094_multicore_res.json
case_094,2,5,18550,94892,5.1155,self,5,results/final_plans_mono/p2/n5/case_094_multicore_res.json
case_094,3,1,94892,94892,1.0,self,1,results/final_plans_mono/p3/n1/case_094_multicore_res.json
case_094,3,2,43154,94892,2.1989,self,2,results/final_plans_mono/p3/n2/case_094_multicore_res.json
case_094,3,3,26386,94892,3.5963,self,3,results/final_plans_mono/p3/n3/case_094_multicore_res.json
case_094,3,4,19544,94892,4.8553,self,4,results/final_plans_mono/p3/n4/case_094_multicore_res.json
case_094,3,5,18712,94892,5.0712,self,5,results/final_plans_mono/p3/n5/case_094_multicore_res.json
case_095,1,1,2084853,2084853,1.0,self,1,results/final_plans_mono/p1/n1/case_095_multicore_res.json
case_095,1,2,1042787,2084853,1.9993,self,2,results/final_plans_mono/p1/n2/case_095_multicore_res.json
case_095,1,3,624024,2084853,3.341,self,3,results/final_plans_mono/p1/n3/case_095_multicore_res.json
case_095,1,4,518918,2084853,4.0177,self,4,results/final_plans_mono/p1/n4/case_095_multicore_res.json
case_095,1,5,420852,2084853,4.9539,self,5,results/final_plans_mono/p1/n5/case_095_multicore_res.json
case_095,2,1,2084853,2084853,1.0,self,1,results/final_plans_mono/p2/n1/case_095_multicore_res.json
case_095,2,2,1042890,2084853,1.9991,self,2,results/final_plans_mono/p2/n2/case_095_multicore_res.json
case_095,2,3,673706,2084853,3.0946,self,3,results/final_plans_mono/p2/n3/case_095_multicore_res.json
case_095,2,4,524422,2084853,3.9755,self,4,results/final_plans_mono/p2/n4/case_095_multicore_res.json
case_095,2,5,420852,2084853,4.9539,self,5,results/final_plans_mono/p2/n5/case_095_multicore_res.json
case_095,3,1,2084853,2084853,1.0,self,1,results/final_plans_mono/p3/n1/case_095_multicore_res.json
case_095,3,2,1042890,2084853,1.9991,self,2,results/final_plans_mono/p3/n2/case_095_multicore_res.json
case_095,3,3,673706,2084853,3.0946,self,3,results/final_plans_mono/p3/n3/case_095_multicore_res.json
case_095,3,4,524422,2084853,3.9755,self,4,results/final_plans_mono/p3/n4/case_095_multicore_res.json
case_095,3,5,420852,2084853,4.9539,self,5,results/final_plans_mono/p3/n5/case_095_multicore_res.json
case_096,1,1,84194,84194,1.0,self,1,results/final_plans_mono/p1/n1/case_096_multicore_res.json
case_096,1,2,44237,84194,1.9032,self,2,results/final_plans_mono/p1/n2/case_096_multicore_res.json
case_096,1,3,44237,84194,1.9032,embed_from_2,2,results/final_plans_mono/p1/n3/case_096_multicore_res.json
case_096,1,4,38923,84194,2.1631,self,4,results/final_plans_mono/p1/n4/case_096_multicore_res.json
case_096,1,5,38923,84194,2.1631,embed_from_4,4,results/final_plans_mono/p1/n5/case_096_multicore_res.json
case_096,2,1,84194,84194,1.0,self,1,results/final_plans_mono/p2/n1/case_096_multicore_res.json
case_096,2,2,40994,84194,2.0538,self,2,results/final_plans_mono/p2/n2/case_096_multicore_res.json
case_096,2,3,33260,84194,2.5314,self,3,results/final_plans_mono/p2/n3/case_096_multicore_res.json
case_096,2,4,28251,84194,2.9802,self,4,results/final_plans_mono/p2/n4/case_096_multicore_res.json
case_096,2,5,25104,84194,3.3538,self,5,results/final_plans_mono/p2/n5/case_096_multicore_res.json
case_096,3,1,84194,84194,1.0,self,1,results/final_plans_mono/p3/n1/case_096_multicore_res.json
case_096,3,2,40994,84194,2.0538,self,2,results/final_plans_mono/p3/n2/case_096_multicore_res.json
case_096,3,3,33260,84194,2.5314,self,3,results/final_plans_mono/p3/n3/case_096_multicore_res.json
case_096,3,4,27001,84194,3.1182,self,4,results/final_plans_mono/p3/n4/case_096_multicore_res.json
case_096,3,5,24477,84194,3.4397,self,5,results/final_plans_mono/p3/n5/case_096_multicore_res.json
case_097,1,1,11491509,11491509,1.0,self,1,results/final_plans_mono/p1/n1/case_097_multicore_res.json
case_097,1,2,5188717,11491509,2.2147,self,2,results/final_plans_mono/p1/n2/case_097_multicore_res.json
case_097,1,3,3554934,11491509,3.2326,self,3,results/final_plans_mono/p1/n3/case_097_multicore_res.json
case_097,1,4,2605924,11491509,4.4098,self,4,results/final_plans_mono/p1/n4/case_097_multicore_res.json
case_097,1,5,2102348,11491509,5.466,self,5,results/final_plans_mono/p1/n5/case_097_multicore_res.json
case_097,2,1,11491509,11491509,1.0,self,1,results/final_plans_mono/p2/n1/case_097_multicore_res.json
case_097,2,2,5478142,11491509,2.0977,self,2,results/final_plans_mono/p2/n2/case_097_multicore_res.json
case_097,2,3,3578891,11491509,3.2109,self,3,results/final_plans_mono/p2/n3/case_097_multicore_res.json
case_097,2,4,2626908,11491509,4.3745,self,4,results/final_plans_mono/p2/n4/case_097_multicore_res.json
case_097,2,5,2102348,11491509,5.466,self,5,results/final_plans_mono/p2/n5/case_097_multicore_res.json
case_097,3,1,11491509,11491509,1.0,self,1,results/final_plans_mono/p3/n1/case_097_multicore_res.json
case_097,3,2,5477830,11491509,2.0978,self,2,results/final_plans_mono/p3/n2/case_097_multicore_res.json
case_097,3,3,3578879,11491509,3.2109,self,3,results/final_plans_mono/p3/n3/case_097_multicore_res.json
case_097,3,4,2626908,11491509,4.3745,self,4,results/final_plans_mono/p3/n4/case_097_multicore_res.json
case_097,3,5,2102250,11491509,5.4663,self,5,results/final_plans_mono/p3/n5/case_097_multicore_res.json
case_098,1,1,177430,177430,1.0,self,1,results/final_plans_mono/p1/n1/case_098_multicore_res.json
case_098,1,2,106182,177430,1.671,self,2,results/final_plans_mono/p1/n2/case_098_multicore_res.json
case_098,1,3,87882,177430,2.019,self,3,results/final_plans_mono/p1/n3/case_098_multicore_res.json
case_098,1,4,86165,177430,2.0592,self,4,results/final_plans_mono/p1/n4/case_098_multicore_res.json
case_098,1,5,75917,177430,2.3372,self,5,results/final_plans_mono/p1/n5/case_098_multicore_res.json
case_098,2,1,177430,177430,1.0,self,1,results/final_plans_mono/p2/n1/case_098_multicore_res.json
case_098,2,2,87157,177430,2.0358,self,2,results/final_plans_mono/p2/n2/case_098_multicore_res.json
case_098,2,3,64508,177430,2.7505,self,3,results/final_plans_mono/p2/n3/case_098_multicore_res.json
case_098,2,4,64508,177430,2.7505,embed_from_3,3,results/final_plans_mono/p2/n4/case_098_multicore_res.json
case_098,2,5,60773,177430,2.9196,self,5,results/final_plans_mono/p2/n5/case_098_multicore_res.json
case_098,3,1,177430,177430,1.0,self,1,results/final_plans_mono/p3/n1/case_098_multicore_res.json
case_098,3,2,87088,177430,2.0374,self,2,results/final_plans_mono/p3/n2/case_098_multicore_res.json
case_098,3,3,64155,177430,2.7656,self,3,results/final_plans_mono/p3/n3/case_098_multicore_res.json
case_098,3,4,64155,177430,2.7656,embed_from_3,3,results/final_plans_mono/p3/n4/case_098_multicore_res.json
case_098,3,5,56819,177430,3.1227,self,5,results/final_plans_mono/p3/n5/case_098_multicore_res.json
case_099,1,1,1622999,1622999,1.0,self,1,results/final_plans_mono/p1/n1/case_099_multicore_res.json
case_099,1,2,810196,1622999,2.0032,self,2,results/final_plans_mono/p1/n2/case_099_multicore_res.json
case_099,1,3,544403,1622999,2.9812,self,3,results/final_plans_mono/p1/n3/case_099_multicore_res.json
case_099,1,4,407859,1622999,3.9793,self,4,results/final_plans_mono/p1/n4/case_099_multicore_res.json
case_099,1,5,337370,1622999,4.8107,self,5,results/final_plans_mono/p1/n5/case_099_multicore_res.json
case_099,2,1,1622999,1622999,1.0,self,1,results/final_plans_mono/p2/n1/case_099_multicore_res.json
case_099,2,2,810196,1622999,2.0032,self,2,results/final_plans_mono/p2/n2/case_099_multicore_res.json
case_099,2,3,544403,1622999,2.9812,self,3,results/final_plans_mono/p2/n3/case_099_multicore_res.json
case_099,2,4,405864,1622999,3.9989,self,4,results/final_plans_mono/p2/n4/case_099_multicore_res.json
case_099,2,5,336565,1622999,4.8222,self,5,results/final_plans_mono/p2/n5/case_099_multicore_res.json
case_099,3,1,1618902,1622999,1.0025,self,1,results/final_plans_mono/p3/n1/case_099_multicore_res.json
case_099,3,2,805721,1622999,2.0143,self,2,results/final_plans_mono/p3/n2/case_099_multicore_res.json
case_099,3,3,540586,1622999,3.0023,self,3,results/final_plans_mono/p3/n3/case_099_multicore_res.json
case_099,3,4,404548,1622999,4.0119,self,4,results/final_plans_mono/p3/n4/case_099_multicore_res.json
case_099,3,5,327016,1622999,4.9631,self,5,results/final_plans_mono/p3/n5/case_099_multicore_res.json
case_100,1,1,151223,151223,1.0,self,1,results/final_plans_mono/p1/n1/case_100_multicore_res.json
case_100,1,2,90879,151223,1.664,self,2,results/final_plans_mono/p1/n2/case_100_multicore_res.json
case_100,1,3,63340,151223,2.3875,self,3,results/final_plans_mono/p1/n3/case_100_multicore_res.json
case_100,1,4,63340,151223,2.3875,embed_from_3,3,results/final_plans_mono/p1/n4/case_100_multicore_res.json
case_100,1,5,63340,151223,2.3875,embed_from_3,3,results/final_plans_mono/p1/n5/case_100_multicore_res.json
case_100,2,1,151223,151223,1.0,self,1,results/final_plans_mono/p2/n1/case_100_multicore_res.json
case_100,2,2,85674,151223,1.7651,self,2,results/final_plans_mono/p2/n2/case_100_multicore_res.json
case_100,2,3,58138,151223,2.6011,self,3,results/final_plans_mono/p2/n3/case_100_multicore_res.json
case_100,2,4,52711,151223,2.8689,self,4,results/final_plans_mono/p2/n4/case_100_multicore_res.json
case_100,2,5,50168,151223,3.0143,self,5,results/final_plans_mono/p2/n5/case_100_multicore_res.json
case_100,3,1,151223,151223,1.0,self,1,results/final_plans_mono/p3/n1/case_100_multicore_res.json
case_100,3,2,85674,151223,1.7651,self,2,results/final_plans_mono/p3/n2/case_100_multicore_res.json
case_100,3,3,58137,151223,2.6011,self,3,results/final_plans_mono/p3/n3/case_100_multicore_res.json
case_100,3,4,49109,151223,3.0793,self,4,results/final_plans_mono/p3/n4/case_100_multicore_res.json
case_100,3,5,46608,151223,3.2446,self,5,results/final_plans_mono/p3/n5/case_100_multicore_res.json
